id_source,url,name,address,street,house_number,postal_code,city,country,phone_number,flag_match,flag_menu,flag_coca_opp,flag_meal,flag_drink,source,website,kitchen,category,rating,reviews_nr,latitude,longitude
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/stralsund-greifswalder-chaussee-123?id=1792,McDonald's,"Greifswalder Chaussee 123, 18439 Stralsund",Greifswalder Chaussee,123,18439,Stralsund,DE,+49 3831 6679377,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/hunderdorf-sollach-6?id=1784,McDonald's,"Sollach 9, 94336 Hunderdorf",Sollach,9,94336,Hunderdorf,DE,+49 9422 1826,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/feldkirchen-an-der-a99?id=1785,McDonald's,"A99, 85622 Vaterstetten",,99,85622,Vaterstetten,DE,+49 8106 99549225,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/coswig-anhalt-sandbreite-2?id=1789,McDonald's,"Sandbreite 2, 06869 Coswig (Anhalt)",Sandbreite,2,06869,Coswig (Anhalt),DE,+49 34903 592915,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/niederzissen-raststaette-brohltal-west-a61?id=1778,McDonald's,"Raststätte Brohltal West A61, 56651 Niederzissen",Raststätte Brohltal West,61,56651,Niederzissen,DE,+49 2636 97410,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/bispingen-an-der-a7?id=1772,McDonald's,"An der A7, 29646 Bispingen",An der,7,29646,Bispingen,DE,+49 5194 982123,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/ober-moerlen-rs-wetterau-west-a5?id=1767,McDonald's,"RS Wetterau West A5, 61239 Ober-Mörlen",RS Wetterau West,5,61239,Ober-Mörlen,DE,+49 6002 939786,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/bedburg-a61-venlo-koblenz?id=1770,McDonald's,"A61, 50181 Bedburg",,61,50181,Bedburg,DE,+49 2272 4097971,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/weiterstadt-erzhaeuser-weg-49?id=1761,McDonald's,"Erzhäuser Weg 49, 64331 Weiterstadt",Erzhäuser Weg,49,64331,Weiterstadt,DE,+49 6150 500625,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/baden-baden-am-rasthof-4?id=1763,McDonald's,"Am Rasthof 4, 76532 Baden-Baden",Am Rasthof,4,76532,Baden-Baden,DE,+49 7221 99645885,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/bergen-raststaette-hochfelln-nord-a8?id=1765,McDonald's,"Raststätte Hochfelln Nord A8, 83346 Bergen",Raststätte Hochfelln Nord,8,83346,Bergen,DE,+49 8662 6639020,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/moersdorf-teufelstalweg-9?id=1766,McDonald's,"Teufelstalweg 9, 07646 Mörsdorf",Teufelstalweg,9,07646,Mörsdorf,DE,+49 36428 42821,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/muenchen-pasinger-bahnhofsplatz-8?id=1768,McDonald's,"Pasinger Bahnhofsplatz 8, 81241 München",Pasinger Bahnhofsplatz,8,81241,München,DE,+49 89 82000009,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/bad-camberg-an-der-a3?id=1762,McDonald's,"A3, 65520 Bad Camberg",,3,65520,Bad Camberg,DE,+49 6434 6066,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/weil-am-rhein-lustgartenstrasse-5?id=1760,McDonald's,"Lustgartenstraße 5, 79576 Weil am Rhein",Lustgartenstraße,5,79576,Weil am Rhein,DE,+49 7621 1636190,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/niederzissen-an-der-a61?id=1777,McDonald's,"An der A61, 56651 Niederzissen",An der,61,56651,Niederzissen,DE,+49 2636 9419460,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/berg-am-hohen-rain-3?id=1776,McDonald's,"Am Hohen Rain 3, 95180 Berg",Am Hohen Rain,3,95180,Berg,DE,+49 9293 9400,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/giengen-raststaette-lonetal-ost-a7?id=1758,McDonald's,"Raststätte Lonetal Ost A7, 89537 Giengen",Raststätte Lonetal Ost,7,89537,Giengen,DE,+49 7324 9898144,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/schallstadt-am-schulacker-5?id=1759,McDonald's,"An der A5, 79227 Schallstadt",An der,5,79227,Schallstadt,DE,+49 7664 40363350,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/mahlberg-raststaette-mahlberg-west-a5?id=1764,McDonald's,"Raststätte Mahlberg West A5, 77972 Mahlberg",Raststätte Mahlberg West,5,77972,Mahlberg,DE,+49 7825 877660,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/nellingen-an-der-a8?id=1757,McDonald's,"A8, 89191 Nellingen",,8,89191,Nellingen,DE,+49 7337 9233333,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/greding-zur-achmuehle-9?id=1754,McDonald's,"Zur Achmühle 9, 91171 Greding",Zur Achmühle,9,91171,Greding,DE,+49 8463 6035707,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/oelsnitz-raststaette-vogtland-sued-a72?id=1752,McDonald's,"A72, 08606 Oelsnitz/Vogtl.",,72,08606,Oelsnitz/Vogtl.,DE,+49 37421 25420,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/muenster-berliner-platz-25?id=1756,McDonald's,"Berliner Platz 25, 48143 Münster",Berliner Platz,25,48143,Münster,DE,+49 251 48166877,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/stassfurt-am-heidfuchsberg-2?id=1755,McDonald's,"Am Heidfuchsberg 2, 39443 Staßfurt",Am Heidfuchsberg,2,39443,Staßfurt,DE,+49 39291 463975,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/geisenhausen-raststaette-in-der-holledau-west-a9?id=1751,McDonald's,"Raststätte In der Holledau West A9, 85301 Geisenhausen",Raststätte In der Holledau West,9,85301,Geisenhausen,DE,+49 8165 9989170,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/frechen-autobahnraststaette-frechen-sued-a4?id=1749,McDonald's,"Autobahnraststätte Frechen Süd A4, 50226 Frechen",Autobahnraststätte Frechen Süd,4,50226,Frechen,DE,+49 2234 52793,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/sindelfingen-raststaette-sindelfinger-wald-sued-a8?id=1753,McDonald's,"Raststätte Sindelfinger Wald Süd A8, 71069 Sindelfingen",Raststätte Sindelfinger Wald Süd,8,71069,Sindelfingen,DE,+49 7031 70830,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/wachenroth-raststaette-steigerwald-nord-a3?id=1745,McDonald's,"Raststätte Steigerwald Nord A3, 96193 Wachenroth",Raststätte Steigerwald Nord,3,96193,Wachenroth,DE,+49 9548 9818879,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/feucht-raststaette-feucht-west-a9?id=1743,McDonald's,"Raststätte Feucht West A9, 90537 Feucht",Raststätte Feucht West,9,90537,Feucht,DE,+49 9128 9278116,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/hamm-ostendorfstrasse-62?id=1746,McDonald's,"Ostendorfstraße 62, 59069 Hamm",Ostendorfstraße,62,59069,Hamm,DE,+49 2385 9368880,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/roesrath-plantage-42?id=1748,McDonald's,"Plantage 57, 51503 Rösrath",Plantage,57,51503,Rösrath,DE,+49 2205 5315,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/hamm-im-zengerott-3?id=1747,McDonald's,"Im Zengerott 3, 59069 Hamm",Im Zengerott,3,59069,Hamm,DE,+49 2385 9221699,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/helmstedt-autobahnraststaette-lappwald-nord-a2?id=1742,McDonald's,"Autobahnraststätte Lappwald Nord A2, 38350 Helmstedt",Autobahnraststätte Lappwald Nord,2,38350,Helmstedt,DE,+49 5351 8603,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/hepberg-bab-9-koeschinger-forst?id=1741,McDonald's,"A9, 85120 Hepberg",,9,85120,Hepberg,DE,+49 8405 1382,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/neudrossenfeld-an-der-autobahn-2?id=1740,McDonald's,"An der Autobahn 2, 95512 Neudrossenfeld",An der Autobahn,2,95512,Neudrossenfeld,DE,+49 9203 9739489,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/fuerholzen-raststaette-fuerholzen-ost-a9?id=1739,McDonald's,"Günzenhauser Straße 7, 85376 Neufahrn bei Freising",Günzenhauser Straße,7,85376,Neufahrn bei Freising,DE,+49 8165 9989163,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/pfungstadt-eschollbruecker-strasse-47-b?id=1736,McDonald's,"Eschollbrücker Straße 47 B, 64319 Pfungstadt",Eschollbrücker Straße,47 B,64319,Pfungstadt,DE,+49 6157 9892320,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/weibersbrunn-raststaette-spessart-sued-a3?id=1738,McDonald's,"Raststätte Spessart Süd A3, 63879 Weibersbrunn",Raststätte Spessart Süd,3,63879,Weibersbrunn,DE,+49 6094 9899716,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/bottrop-hanielstrasse-31?id=1735,McDonald's,"Hanielstraße 31, 46242 Bottrop",Hanielstraße,31,46242,Bottrop,DE,+49 2041 7061742,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/stuttgart-flughafen-stuttgart-terminal-3?id=1732,McDonald's,"Flughafenstraße 43, 70629 Stuttgart",Flughafenstraße,43,70629,Stuttgart,DE,+49 711 45960490,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/halle-hbf-halle-saale?id=1731,McDonald's,"Bahnhofsplatz 1, 06112 Halle (Saale)",Bahnhofsplatz,1,06112,Halle (Saale),DE,+49 345 5821381,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/feldkirchen-an-der-a99?id=1734,McDonald's,"A99, 85622 Vaterstetten",,99,85622,Vaterstetten,DE,+49 8106 99549225,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/augsburg-muehlhauser-str-51-rastanlage-augsburg-ost---a8?id=1729,McDonald's,"Mühlhauser Straße 51, 86169 Augsburg",Mühlhauser Straße,51,86169,Augsburg,DE,+49 821 74786819,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/reutlingen-am-heilbrunnen-30?id=1728,McDonald's,"Am Heilbrunnen 30, 72766 Reutlingen",Am Heilbrunnen,30,72766,Reutlingen,DE,+49 7121 4335550,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/moers-klever-strasse-72?id=1727,McDonald's,"Klever Straße 72, 47441 Moers",Klever Straße,72,47441,Moers,DE,+49 2841 1730085,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/gelsenkirchen-brauckstrasse-160?id=1730,McDonald's,"Brauckstraße 160, 45892 Gelsenkirchen",Brauckstraße,160,45892,Gelsenkirchen,DE,+49 209 35976112,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/rheine-otto-bergmeyer-strasse-2?id=1726,McDonald's,"Otto-Bergmeyer-Straße 2, 48431 Rheine",Otto-Bergmeyer-Straße,2,48431,Rheine,DE,+49 5971 807200,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/parsdorf-taxetstrasse-2?id=1725,McDonald's,"Taxetstraße 2, 85599 Vaterstetten",Taxetstraße,2,85599,Vaterstetten,DE,+49 89 90019156,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/ingersleben-zuckerfabrik-2?id=1724,McDonald's,"Zuckerfabrik 2, 39343 Ingersleben",Zuckerfabrik,2,39343,Ingersleben,DE,+49 39400 925576,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/bremerhaven-frederikshavner-strasse-91?id=1722,McDonald's,"Frederikshavner Straße 91, 27572 Bremerhaven",Frederikshavner Straße,91,27572,Bremerhaven,DE,+49 471 97169052,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/berlin-hanne-sobek-platz-bahnhof-gesundbrunnen?id=1721,McDonald's,"Hanne-Sobek-Platz 1, 13357 Berlin",Hanne-Sobek-Platz,1,13357,Berlin,DE,+49 30 40007372,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/berlin-sonntagsstrasse-37-bahnhof-ostkreuz---bahnsteig-f?id=1723,McDonald's,"Sonntagsstraße 37, 10245 Berlin",Sonntagsstraße,37,10245,Berlin,DE,+49 30 20050882,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/muenchen-hackerbruecke-4?id=1719,McDonald's,"Hackerbrücke 4, 80335 München",Hackerbrücke,4,80335,München,DE,+49 89 51114922,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/dueren-kuhgasse-8?id=1717,McDonald's,"Kuhgasse 8, 52349 Düren",Kuhgasse,8,52349,Düren,DE,+49 2421 1214447,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/haltern-am-see-marler-str-4?id=1715,McDonald's,"Marler Straße 4, 45721 Haltern am See",Marler Straße,4,45721,Haltern am See,DE,+49 2364 1055952,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/dresden-trompeterstr-5?id=1716,McDonald's,"Trompeterstraße 5, 01069 Dresden",Trompeterstraße,5,01069,Dresden,DE,+49 351 43839775,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/frankfurt-am-main-flughafen-terminal-2?id=1713,McDonald's,"Flughafen Terminal 2, 60549 Frankfurt am Main",Flughafen Terminal,2,60549,Frankfurt am Main,DE,+49 69 69030124,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/cremlingen-im-moorbusche?id=1712,McDonald's,"Im Moorbusche 1, 38162 Cremlingen",Im Moorbusche,1,38162,Cremlingen,DE,+49 5306 9309010,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/zittau-aeussere-weberstrasse-83?id=1718,McDonald's,"Äußere Weberstraße 83, 02763 Zittau",Äußere Weberstraße,83,02763,Zittau,DE,+49 3583 5156801,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/reichertshofen-am-auer-bach-2?id=1711,McDonald's,"Am Auer Bach 2, 85084 Reichertshofen",Am Auer Bach,2,85084,Reichertshofen,DE,+49 8453 3347754,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/bremen-hans-bredow-str-19?id=1710,McDonald's,"Hans-Bredow-Straße 19, 28307 Bremen",Hans-Bredow-Straße,19,28307,Bremen,DE,+49 421 42809237,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/stuttgart-mailaender-platz-7?id=1707,McDonald's,"Mailänder Platz 7, 70173 Stuttgart",Mailänder Platz,7,70173,Stuttgart,DE,+49 711 72233767,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/ludwigsburg-porschestr-1-breuningerland?id=1708,McDonald's,"Porschestraße 1, 71634 Ludwigsburg",Porschestraße,1,71634,Ludwigsburg,DE,+49 7141 380621,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/bayreuth-hohenzollernring-58?id=1709,McDonald's,"Hohenzollernring 58, 95444 Bayreuth",Hohenzollernring,58,95444,Bayreuth,DE,+49 921 50709200,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/boeblingen-wolfgang-brumme-allee-27-ekz-mercaden?id=1706,McDonald's,"Wolfgang-Brumme-Allee 27, 71034 Böblingen",Wolfgang-Brumme-Allee,27,71034,Böblingen,DE,+49 7031 2850286,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/steinfurt-carl-benz-str-10?id=1705,McDonald's,"Carl-Benz-Straße 10, 48565 Steinfurt",Carl-Benz-Straße,10,48565,Steinfurt,DE,+49 2551 7039808,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/nuernberg-aeussere-bayreuther-strasse-80?id=1704,McDonald's,"Äußere Bayreuther Straße 80, 90491 Nürnberg",Äußere Bayreuther Straße,80,90491,Nürnberg,DE,+49 911 5194185,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/koeln-aachener-strasse-1253?id=1702,McDonald's,"Aachener Straße 1253, 50858 Köln",Aachener Straße,1253,50858,Köln,DE,+49 2234 9489256,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/lippstadt-rixbecker-str-2?id=1703,McDonald's,"Rixbecker Straße 2, 59555 Lippstadt",Rixbecker Straße,2,59555,Lippstadt,DE,+49 2941 58720,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/luebeck-daenischburger-landstrasse-81?id=1700,McDonald's,"Dänischburger Landstraße 81, 23569 Lübeck",Dänischburger Landstraße,81,23569,Lübeck,DE,+49 451 30729077,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/olching-geiselbullacher-str-3?id=1701,McDonald's,"Geiselbullacher Straße 3, 82140 Olching",Geiselbullacher Straße,3,82140,Olching,DE,+49 8142 2840832,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/berlin-teltower-damm-35?id=1698,McDonald's,"Teltower Damm 35, 14169 Berlin",Teltower Damm,35,14169,Berlin,DE,+49 30 81009601,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/koeln-terminal-2-kennedystr?id=1695,McDonald's,"Terminal 2 Kennedystr., 51147 Köln",Terminal,2 Kennedystr.,51147,Köln,DE,+49 2203 9242100,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/wiesbaden-dotzheimer-strasse-182b?id=1696,McDonald's,"Dotzheimer Straße 182B, 65197 Wiesbaden",Dotzheimer Straße,182B,65197,Wiesbaden,DE,+49 611 16660932,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/ingolstadt-muenchener-strasse-134?id=1697,McDonald's,"Münchener Straße 134, 85051 Ingolstadt",Münchener Straße,134,85051,Ingolstadt,DE,+49 841 95198677,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/luedenscheid-braeuckenstr-19?id=1699,McDonald's,"Bräuckenstraße 19, 58511 Lüdenscheid",Bräuckenstraße,19,58511,Lüdenscheid,DE,+49 2351 4320082,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/stuttgart-koenigstrasse-1b?id=1694,McDonald's,"Königstraße 1B, 70173 Stuttgart",Königstraße,1B,70173,Stuttgart,DE,+49 711 12090187,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/fuerth-unterfarrnbacher-str-2?id=1691,McDonald's,"Unterfarrnbacher Straße 2, 90766 Fürth",Unterfarrnbacher Straße,2,90766,Fürth,DE,+49 911 97793358,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/bad-kreuznach-europaplatz-1?id=1687,McDonald's,"Europaplatz 1, 55543 Bad Kreuznach",Europaplatz,1,55543,Bad Kreuznach,DE,+49 671 92028814,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/heilbronn-deutschhofstr-19?id=1686,McDonald's,"Deutschhofstraße 19, 74072 Heilbronn",Deutschhofstraße,19,74072,Heilbronn,DE,+49 7131 5943705,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/berlin-prenzlauer-promenade-45?id=1688,McDonald's,"Prenzlauer Promenade 45, 13089 Berlin",Prenzlauer Promenade,45,13089,Berlin,DE,+49 30 43723511,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/neuss-breslauer-strasse-2-4?id=1689,McDonald's,"Breslauer Straße 2-4, 41460 Neuss",Breslauer Straße,2-4,41460,Neuss,DE,+49 2131 1330666,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/hoechstadt-erlanger-strasse-15?id=1690,McDonald's,"Erlanger Straße 15, 91315 Höchstadt",Erlanger Straße,15,91315,Höchstadt,DE,+49 9193 5011445,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/nuertingen-oberboihinger-str?id=1682,McDonald's,"Oberboihinger Straße 1, 72622 Nürtingen",Oberboihinger Straße,1,72622,Nürtingen,DE,+49 7022 2165027,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/ismaning-robert-buerkle-str?id=1683,McDonald's,"Robert-Bürkle-Straße 1, 85737 Ismaning",Robert-Bürkle-Straße,1,85737,Ismaning,DE,+49 89 96048803,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/leipzig-paunsdorfer-allee-1?id=1684,McDonald's,"Paunsdorfer Allee 1, 04329 Leipzig",Paunsdorfer Allee,1,04329,Leipzig,DE,+49 341 2518971,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/harrislee-industrieweg-49?id=1679,McDonald's,"Industrieweg 49, 24955 Harrislee",Industrieweg,49,24955,Harrislee,DE,+49 461 50089543,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/hamburg-amandus-stubbe-str-8?id=1681,McDonald's,"Amandus-Stubbe-Straße 8, 22113 Hamburg",Amandus-Stubbe-Straße,8,22113,Hamburg,DE,+49 40 41928545,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/augsburg-fuggerstr-2?id=1685,McDonald's,"Fuggerstraße 2, 86150 Augsburg",Fuggerstraße,2,86150,Augsburg,DE,+49 821 3495071,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/bingen-am-rhein-gustav-stresemann-strasse-2a?id=1678,McDonald's,"Gustav-Stresemann-Straße 2a, 55411 Bingen am Rhein",Gustav-Stresemann-Straße,2a,55411,Bingen am Rhein,DE,+49 6721 1596460,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/chemnitz-reichsstrasse-1a?id=1680,McDonald's,"Reichsstraße 1A, 09112 Chemnitz",Reichsstraße,1A,09112,Chemnitz,DE,+49 371 33463870,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/lockwisch-an-der-bab-20-schoenberger-land-sued-1?id=1676,McDonald's,"an der BAB 20 Schönberger Land Süd 1, 23923 Lockwisch",an der BAB,20 Schönberger Land Süd 1,23923,Lockwisch,DE,+49 38828 234926,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/niendorf-an-der-bab-20-schoenberger-land-nord-1?id=1677,McDonald's,"an der BAB 20 Schönberger Land Nord 1, 23923 Niendorf",an der BAB,20 Schönberger Land Nord 1,23923,Niendorf,DE,+49 38828 234823,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/ulm-bahnhofstr-8?id=1674,McDonald's,"Bahnhofstraße 8, 89073 Ulm",Bahnhofstraße,8,89073,Ulm,DE,+49 731 64913,,,,,,,,,,,,,
https://mcdelivery.de/,https://www.mcdonalds.de/restaurant/hamburg-helmut-steidl-platz-5?id=1675,McDonald's,"Helmut-Steidl-Platz 5, 22143 Hamburg",Helmut-Steidl-Platz,5,22143,Hamburg,DE,+49 40 66851611,,,,,,,,,,,,,
